category,fund,FN_downside_cap_6M,HC_total_cap_6M,IR_rank,PK_quadrant,CJ_trailing12M_excess,recommendation,anchor,coverage,qfra2_verdict,qfra2_score,qfra2_grade,conviction,qfra2_new_fund,qfra2_asof,young_fund_months
small,Kotak Small Cap Fund(G),0.8076070568650078,0.8510791717764922,24.0,4.0,0.07293546291086495,HOLD,2025-01-31,1.0,ACTIVE,67.0,B,Medium,False,2026-05-27,
small,LIC MF Small Cap Fund(G),1.027139815552048,1.1608625068985305,,4.0,0.13262188032362632,HOLD,2025-01-31,1.0,,,,,,,
small,Mahindra Manulife Small Cap Fund-Reg(G),0.9818503202929845,0.9519601147402538,17.0,4.0,0.017217354737822266,HOLD,2025-01-31,1.0,,,,,,,25.6
small,Motilal Oswal Small Cap Fund-Reg(G),0.800914760079823,1.1763739565224196,1.0,1.0,0.2235031584862439,BUY,2025-01-31,1.0,,,,,,,13.1
small,Nippon India Small Cap Fund(G),0.9189073072497074,0.895388177777405,20.0,4.0,0.051604930946998584,HOLD,2025-01-31,1.0,,,,,,,
small,PGIM India Small Cap Fund-Reg(G),0.8586532071047015,0.9729710694307624,12.0,4.0,0.03660688271502477,HOLD,2025-01-31,1.0,,,,,,,
small,Quant Small Cap Fund(G),0.8667569391914344,0.8031053262132591,26.0,4.0,-0.030395979618842217,SELL,2025-01-31,1.0,,,,,,,
small,Quantum Small Cap Fund-Reg(G),0.7254365563240625,0.8469767040172385,25.0,4.0,0.005125401233543325,HOLD,2025-01-31,1.0,,,,,,,14.8
small,SBI Small Cap Fund-Reg(G),0.7752217046894776,0.7562848753896609,28.0,4.0,0.05008973678614348,HOLD,2025-01-31,1.0,,,,,,,
small,Sundaram Small Cap Fund(G),0.8304597609296118,0.956178494755348,15.0,4.0,0.02820985486798544,HOLD,2025-01-31,1.0,ACTIVE,83.0,A,High,False,2026-05-27,
small,Tata Small Cap Fund-Reg(G),0.9199651586632077,0.9642257675033954,14.0,4.0,0.07872084976366356,HOLD,2025-01-31,1.0,,,,,,,
small,TRUSTMF Small Cap Fund-Reg(G),0.5218907301047631,0.7410861992811072,29.0,4.0,,HOLD,2025-01-31,1.0,,,,,,,2.9
small,Union Small Cap Fund-Reg(G),1.0061972847930971,1.092600957758618,,4.0,-0.0010898603113114191,SELL,2025-01-31,1.0,,,,,,,
small,UTI Small Cap Fund-Reg(G),0.9013164307533569,1.0319799025792462,9.0,1.0,0.07695010953851344,HOLD,2025-01-31,1.0,,,,,,,
