symbol,sector,cyclicality_tag,market_cap_approx,roe,roce,debt_equity,interest_coverage,revenue_cagr_3y,revenue_growth_1y,pe_current,ret_3m,ret_6m,ret_12m,ret_24m,above_50sma,above_200sma,rsi14,obv_slope_short,obv_slope_long,turnover_median_60d,ownership_flow_long,ownership_flow_short,pe_for_ranking,roe_pct,roce_pct,quality_score,growth_3y_score,growth_1y_score,growth_divergence_flag,value_score,stage_3y_score,stage_timing_tag,stage_1y_score,sector_macro_3y_score,sector_macro_1y_score,ownership_3y_score,ownership_1y_score,accumulation_3y_score,accumulation_1y_score,composite_3y,coverage_3y,composite_1y,coverage_1y,bs_flag,mcap_tercile,min_turnover,liquidity_flag,final_score_3y,final_score_1y,recommendation_3y,recommendation_1y,coverage_flag_3y,coverage_flag_1y,ttm_growth,ttm_eps_src,latest_qtr,stale_flag,zero_cov_flag,recommendation_overall
WAAREEENER,Capital Goods,Cyclical,85202.95605060019,0.21614382475849545,0.25410325460136324,0.22253774761047238,21.103571428571428,57.81970920194526,83.72334533370258,21.930110404680963,-0.18881660897910724,0.08857694185697107,-0.09003961141333039,,False,False,38.3607843710826,-389665.0,18285004.0,2326572533.4698486,,,21.930110404680963,82.2429906542056,81.48148148148148,81.86223606784354,95.34883720930233,97.58064516129032,True,73.82296395193592,17.563338605868875,Neutral,11.261540610510789,85.89161118508655,77.5027962716378,,,53.48837209302325,23.733333333333334,72.32122152291323,85.71428571428571,60.25896776043247,85.71428571428571,GREEN,Large,50000000.0,GREEN,75.32122152291323,63.25896776043247,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
PFC,Financial Services,NotCyclical,171937.74946146915,0.25637991253947445,,7.620769074446225,,,8.396086458470254,5.113390318556704,-0.15121074141288549,0.1054648715766695,-0.033782118826083174,-0.21067022440444227,False,True,35.016604235957274,-36712969.0,106409695.0,2424763002.889099,0.7283333333333332,-0.2049999999999983,5.113390318556704,88.23529411764706,,88.23529411764706,,34.946236559139784,False,77.07270711230794,38.23046279882829,Neutral,12.933784939122363,47.73288948069241,28.957922769640476,75.63025210084034,21.932773109243698,80.57455540355677,3.2,71.6938500125229,85.71428571428571,43.461425490365464,100.0,N/A-financial-sector,Large,50000000.0,GREEN,74.6938500125229,46.461425490365464,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
SHRIPISTON,Automobile and Auto Components,Cyclical,18767.984609505802,0.15503987601401148,0.21733947711248716,0.6783867631851086,14.129032258064516,19.56052069321579,25.61284868977176,33.433194130447774,0.12324003974163356,0.3541847108299805,0.726343803004613,1.1374882501257453,True,True,61.97882681939309,1260771.0,9167489.0,169996128.42114258,,,33.433194130447774,60.86956521739131,60.86956521739131,60.86956521739131,71.47286821705427,80.10752688172043,False,60.57445014405172,93.95386427035108,Neutral,73.19656176250514,100.0,53.26844207723036,,,42.13406292749658,39.2,71.63457285175046,85.71428571428571,64.45224345282996,85.71428571428571,GREEN,Mid,10000000.0,GREEN,74.63457285175046,67.45224345282996,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
WEBELSOLAR,Capital Goods,Cyclical,4311.889764299365,0.5192531688934566,0.5753694461128507,0.20793650793650795,26.8125,,82.43478260869566,14.936842380609727,0.12161251772094062,0.1621621669872435,-0.23023863143885404,0.759298679449889,False,True,44.359677259148086,8716886.0,308308445.0,255945800.0934868,-0.325,-1.6949999999999998,14.936842380609727,98.13084112149532,100.0,99.06542056074767,,97.44623655913979,False,73.05496759907518,42.02996339181778,Neutral,33.76046084551377,85.89161118508655,77.5027962716378,11.428571428571429,3.1932773109243695,92.88645690834473,65.60000000000001,71.58686347671906,85.71428571428571,65.43049603186783,100.0,GREEN,Small,2500000.0,GREEN,74.58686347671906,68.43049603186783,Hold,Hold,High,High,annual,ttm(Mar 2026),Mar 2026,False,False,Hold
TMCV,Capital Goods,Cyclical,151886.56901733842,0.23794565729542955,0.4151179900812033,0.44094550023558976,8.715102974828376,,,50.12758053377506,-0.048341730411789685,-0.01636930228659439,,,True,,49.34479551617313,41335824.0,,3008295055.770767,,,50.12758053377506,86.91588785046729,98.14814814814815,92.53201799930773,,,False,51.57703604806409,,Neutral,30.176631559493803,85.89161118508655,77.5027962716378,,,,86.13333333333333,74.55050259600183,42.857142857142854,59.876442324926266,71.42857142857143,GREEN,Large,50000000.0,GREEN,74.55050259600183,59.876442324926266,Hold,Hold,Med,High,annual,annual,Mar 2026,False,False,Hold
WAAREERTL,Capital Goods,Cyclical,10473.68800887463,0.2650785472026671,0.3875183150402313,0.15631691648822268,49.30769230769231,111.71705229396545,108.57858484658736,21.856209416275192,-0.07598778914542237,-0.003130087400332271,0.01878744772078922,,True,True,51.865977149425696,2014106.0,10333580.0,197075723.0,,,21.856209416275192,90.65420560747664,97.22222222222221,93.93821391484943,99.06976744186046,99.05913978494624,False,52.899475723729196,50.27339914912185,Neutral,26.88086260251775,85.89161118508655,77.5027962716378,,,43.63885088919289,44.266666666666666,74.06490997926713,85.71428571428571,63.190997463999544,85.71428571428571,GREEN,Small,2500000.0,GREEN,74.06490997926713,63.190997463999544,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
GOKULAGRO,Fast Moving Consumer Goods,NotCyclical,6247.653228711016,0.21808404017068644,0.278709517886056,0.4139142656359803,3.8850574712643677,30.87781337477957,23.15089514066495,16.93130956290248,0.028779386498197113,0.30049077133459545,0.36739238234762017,1.4111925555368976,False,True,44.5303220171353,-2834246.0,48998647.0,96087314.70590973,-0.03166666666666667,0.0049999999999999975,16.93130956290248,69.76744186046511,75.0,72.38372093023256,86.04651162790698,76.61290322580645,False,66.22607921673341,88.14373456785397,Neutral,32.791412242730914,58.78482023968043,8.718242343541945,26.38655462184874,34.03361344537815,67.9890560875513,15.733333333333333,70.2995416581107,100.0,50.14978944798134,100.0,GREEN,Small,2500000.0,GREEN,73.2995416581107,53.14978944798134,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
J&KBANK,Financial Services,NotCyclical,19572.692016658526,0.13853897153913317,,0.20793939393939395,,,4.85607208356591,8.297385421453738,0.3543397204442782,0.7695140522444881,0.6681498690853909,0.7412273309166133,True,True,61.04726121700433,69348086.0,293166237.0,524678552.48737335,1.715,3.6850000000000005,8.297385421453738,54.621848739495796,,54.621848739495796,,23.387096774193548,False,81.08974567716305,92.56052656280987,Neutral,94.16653191319396,47.73288948069241,28.957922769640476,89.74789915966387,95.63025210084034,92.47606019151847,90.53333333333333,73.22076044466156,85.71428571428571,64.58294866763408,100.0,N/A-financial-sector,Mid,10000000.0,GREEN,73.22076044466156,64.58294866763408,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
WELCORP,Capital Goods,Cyclical,44612.919051512676,0.1470025845436589,0.16559682275756243,0.2572083879423329,10.547169811320755,19.78177642630552,19.974245242523956,27.520836738029086,0.5693043852568298,1.2810742471600514,0.8647629549957359,1.7754365122676106,True,True,74.41619528428532,21251058.0,55113638.0,1023687430.1986084,0.7183333333333332,1.125,27.520836738029086,51.4018691588785,39.81481481481482,45.60834198684665,71.78294573643412,70.83333333333334,False,77.71989319092123,94.82383344708141,Extended,94.27504713823812,85.89161118508655,77.5027962716378,75.12605042016807,81.00840336134453,69.35704514363886,78.0,73.16520308915213,100.0,76.475745236647,100.0,GREEN,Large,50000000.0,GREEN,73.16520308915213,76.475745236647,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
SONACOMS,Automobile and Auto Components,Cyclical,41774.40382472744,0.27742346863499406,0.2683495308484486,0.07387598194885509,47.0,18.777075170808356,25.493513818386916,66.28516240679559,0.18877175577957273,0.5044595685491715,0.5377686913834172,0.025287553354103043,True,True,74.40007986631184,24929190.0,92031986.0,1018253855.859314,5.94,2.4399999999999995,66.28516240679559,93.47826086956522,78.26086956521739,85.86956521739131,68.21705426356588,79.83870967741935,False,30.40609701824655,77.05320779724887,Extended,82.85999201336881,100.0,53.26844207723036,99.07563025210084,90.08403361344538,78.24897400820794,80.26666666666667,72.54398145941964,100.0,68.60572175671467,100.0,GREEN,Large,50000000.0,GREEN,72.54398145941964,68.60572175671467,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
UTLSOLAR,Capital Goods,Cyclical,11171.157919892372,0.2840119140190242,0.20958232427812834,0.40816326530612246,11.136363636363637,58.720180494063044,72.29072031148604,35.3242975698436,0.3928012805758212,0.6790134395717065,,,True,,59.54054979174182,4488559.0,,110963960.27998352,,,35.3242975698436,92.5233644859813,69.44444444444444,80.98390446521287,95.50387596899225,96.37096774193549,False,35.37415741313622,,Neutral,91.04356406844485,85.89161118508655,77.5027962716378,,,,55.333333333333336,72.14253394482766,57.14285714285714,74.5308059391871,85.71428571428571,GREEN,Small,2500000.0,GREEN,72.14253394482766,74.5308059391871,Hold,Hold,Med,High,annual,ttm(Mar 2026),Mar 2026,False,False,Hold
