symbol,sector,cyclicality_tag,market_cap_approx,roe,roce,debt_equity,interest_coverage,revenue_cagr_3y,revenue_growth_1y,pe_current,ret_3m,ret_6m,ret_12m,ret_24m,above_50sma,above_200sma,rsi14,obv_slope_short,obv_slope_long,turnover_median_60d,ownership_flow_long,ownership_flow_short,pe_for_ranking,roe_pct,roce_pct,quality_score,growth_3y_score,growth_1y_score,growth_divergence_flag,value_score,stage_3y_score,stage_timing_tag,stage_1y_score,sector_macro_3y_score,sector_macro_1y_score,ownership_3y_score,ownership_1y_score,accumulation_3y_score,accumulation_1y_score,composite_3y,coverage_3y,composite_1y,coverage_1y,bs_flag,mcap_tercile,min_turnover,liquidity_flag,final_score_3y,final_score_1y,recommendation_3y,recommendation_1y,coverage_flag_3y,coverage_flag_1y,ttm_growth,ttm_eps_src,latest_qtr,stale_flag,zero_cov_flag,recommendation_overall
SARDAEN,Metals & Mining,Cyclical,17460.21148701091,0.14992815756625194,0.17088800278691385,0.35712347354138396,7.323770491803279,10.545559292759688,22.5716131811329,15.74410413616854,-0.15387914516917056,0.023513518332105354,0.09407988248377896,1.0129665693239334,False,False,39.40205311032832,-3025543.0,17296221.0,163712618.332489,0.4466666666666666,0.20500000000000007,15.74410413616854,50.0,37.5,43.75,42.32558139534884,75.26881720430107,False,91.1268357810414,31.860404067629105,Neutral,13.087572466744946,94.9462050599201,6.26444740346205,65.3781512605042,51.76470588235295,52.94117647058824,15.333333333333332,61.86528509277824,100.0,43.02790532082764,100.0,GREEN,Mid,10000000.0,GREEN,61.86528509277824,43.02790532082764,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
ALIVUS,Healthcare,NotCyclical,14275.981435757094,0.19047299141158078,0.26455285148467983,0.017101710171017102,159.4,5.700076361001649,6.867671691792299,25.301020986436374,0.08993017402433479,0.31144025637171535,0.14487702632568134,0.2883726557381434,True,True,64.9592154482552,82699.0,50739.0,84836228.99914551,,,25.301020986436374,77.14285714285715,87.14285714285714,82.14285714285714,27.596899224806204,29.56989247311828,False,78.4013979423545,63.25959630448066,Neutral,54.713155137490595,66.50785619174435,90.47589880159788,,,18.741450068399455,28.53333333333333,58.81319259138478,85.71428571428571,62.43150911907189,85.71428571428571,GREEN,Mid,10000000.0,GREEN,61.81319259138478,65.43150911907189,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
NATCOPHARM,Healthcare,NotCyclical,17298.88405693902,0.1962961972810751,0.22263357582078275,0.07743194881249323,38.810810810810814,14.63563875413245,-7.945823927765239,12.199495103624129,-0.12167631533100076,0.11016404460987816,0.010413432043113513,-0.1831178146461887,False,True,54.16774739367757,-7813761.0,86173889.0,588569120.3545837,-0.20999999999999966,-0.23000000000000043,12.199495103624129,82.85714285714286,68.57142857142857,75.71428571428572,55.50387596899225,5.64516129032258,True,94.40312573627581,41.12486352832304,Neutral,11.573522600225356,66.50785619174435,90.47589880159788,15.966386554621847,19.915966386554622,77.56497948016415,9.6,64.7693162536953,100.0,45.193879812928444,100.0,GREEN,Mid,10000000.0,GREEN,61.769316253695294,42.193879812928444,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
ANTHEM,Healthcare,NotCyclical,42627.93237443667,0.19838309188253078,0.2501018275290825,0.01775147928994083,119.14285714285714,26.190455608194174,15.121951219512187,72.00664252438627,0.0507163077790429,0.2084948148859418,,,False,True,48.42048799209851,5775838.0,5697854.0,253380056.60299683,,,72.00664252438627,84.28571428571429,81.42857142857143,82.85714285714286,80.46511627906978,57.66129032258065,False,21.10547396528705,,Neutral,23.070627257128177,66.50785619174435,90.47589880159788,,,35.56771545827633,60.13333333333334,61.73697255776121,71.42857142857143,51.917418521032076,85.71428571428571,GREEN,Large,50000000.0,GREEN,61.73697255776121,51.917418521032076,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
RECLTD,Financial Services,NotCyclical,92060.01775449916,0.19762586148138922,,6.051743598184682,,,5.5670871254457355,5.6441718776802645,-0.08649073699430487,-0.026194257350364736,-0.08118585382908172,-0.37360522817434716,True,False,43.81987187280427,-8772360.0,14258091.0,1759503817.06279,0.12666666666666662,0.5350000000000001,5.6441718776802645,78.99159663865547,,78.99159663865547,,25.537634408602152,False,76.73632640130343,14.918426674601449,Neutral,21.212686825575403,47.73288948069241,28.957922769640476,43.865546218487395,66.80672268907563,49.247606019151846,8.933333333333334,58.72474436896136,85.71428571428571,45.738483735436986,100.0,N/A-financial-sector,Large,50000000.0,GREEN,61.72474436896136,48.738483735436986,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
TBOTEK,Consumer Services,NotCyclical,15763.4841796875,0.28864147261427175,0.2921651056963716,0.4874274661508704,8.409090909090908,35.96681398095962,54.11629245826137,64.63316921235827,0.13305787506695133,-0.053892246493358664,0.09680821099437797,-0.20118700082954422,True,True,53.48272938708162,5230052.0,14918713.0,106064336.89489746,,,64.63316921235827,91.30434782608695,84.78260869565217,88.04347826086956,89.30232558139535,93.54838709677419,True,25.939919893190922,60.73549276334702,Neutral,58.36090580525319,7.985885486018644,14.776830892143808,,,50.88919288645691,57.86666666666667,61.578534656382146,85.71428571428571,60.4990769527962,85.71428571428571,GREEN,Mid,10000000.0,GREEN,61.578534656382146,60.4990769527962,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
SOUTHBANK,Financial Services,NotCyclical,11886.30199844031,0.12347808851983652,,0.3443226654975888,,,6.880879399640638,7.866551020736298,0.15525574782337004,0.12157148555825592,0.533543043272104,0.7487294073159008,True,True,50.81779702916605,163622589.0,890250581.0,636878400.0086346,-0.3833333333333336,-0.31499999999999995,7.866551020736298,39.49579831932773,,39.49579831932773,,29.70430107526882,False,87.7928993043356,90.73147191443555,Neutral,70.70242599038,47.73288948069241,28.957922769640476,10.420168067226891,17.310924369747898,99.04240766073872,96.26666666666667,61.5697246038276,85.71428571428571,52.54297652827537,100.0,N/A-financial-sector,Small,2500000.0,GREEN,61.5697246038276,52.54297652827537,Hold,Hold,High,High,ttm(Jun 2026),ttm(Jun 2026),Jun 2026,False,False,Hold
HDFCAMC,Financial Services,NotCyclical,111483.84740592443,0.27996529307498397,0.37395733235668677,0.0,291.46153846153845,23.042411061781465,15.253318883771328,37.817177026186236,-0.03940623964422041,0.06976531549543208,0.039529201605803976,0.3027099164054796,False,False,44.53986267178318,-2174268.0,-2094769.0,2345433646.769409,2.8900000000000006,5.825000000000001,37.817177026186236,90.75630252100841,87.5,89.12815126050421,78.44961240310077,58.46774193548387,False,35.21599420696522,30.312116612470344,Neutral,18.789356248891472,47.73288948069241,28.957922769640476,95.29411764705881,99.07563025210084,15.45827633378933,17.866666666666667,61.54069405142437,100.0,49.41940855640422,100.0,N/A-financial-sector,Large,50000000.0,GREEN,61.54069405142437,49.41940855640422,Hold,Hold,High,High,ttm(Jun 2026),ttm(Jun 2026),Jun 2026,False,False,Hold
GODFRYPHLP,Fast Moving Consumer Goods,NotCyclical,33090.36947080374,0.2133497878762769,0.21654340960882182,0.03766902768834514,132.08333333333334,21.513622348235927,13.921568627450975,21.684383663698384,-0.0075778607923390195,-0.04238316512920337,-0.23402207002494735,0.5475382242248039,False,False,42.50151836631733,-2209354.0,19903690.0,724563423.9030762,-0.05000000000000008,-0.09500000000000053,21.684383663698384,67.44186046511628,61.36363636363637,64.40274841437632,75.1937984496124,53.897849462365585,False,70.62514725516375,22.38721994977996,Neutral,21.56466297818308,58.78482023968043,8.718242343541945,24.705882352941178,26.722689075630253,54.58276333789329,17.733333333333334,58.41117279499395,100.0,42.18151959827232,100.0,GREEN,Mid,10000000.0,GREEN,61.41117279499395,45.18151959827232,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
APOLLO,Capital Goods,Cyclical,13490.126375608805,0.05857623933770763,0.11693191713912181,0.4135567402894136,4.638297872340425,44.76071587685595,60.85409252669039,122.58461350661058,0.37716472096760834,0.600642843174098,1.217491396559983,2.7250470436325367,True,True,47.86947479822293,246853874.0,742478042.0,5973858988.71579,1.4033333333333333,3.1950000000000003,122.58461350661058,11.214953271028037,11.11111111111111,11.163032191069574,92.71317829457364,94.6236559139785,True,15.04450378282154,98.37657327657759,Neutral,90.94876680589199,85.89161118508655,77.5027962716378,87.56302521008404,93.4453781512605,97.53761969904241,97.33333333333334,61.37075988574068,100.0,64.23904040908646,100.0,GREEN,Mid,10000000.0,GREEN,61.37075988574068,64.23904040908646,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
INDUSTOWER,Telecommunication,NotCyclical,107029.8820675916,0.20142713166472284,0.3059870266970069,0.532891086112092,11.477448453608247,4.612184628542271,7.87132328530642,14.979689582588048,-0.00036962518727545746,-0.051998131145995385,0.0030909990575320734,0.0515878001205039,False,False,52.37060569245241,-35117492.0,94094482.0,2467873455.0190125,-0.51,-0.49500000000000033,14.979689582588048,81.81818181818183,84.61538461538461,83.21678321678323,24.186046511627907,33.33333333333333,False,86.29394748553628,27.759877623850134,Neutral,16.31336678118211,93.40532623169109,96.33475366178429,6.5546218487394965,12.26890756302521,78.52257181942545,3.3333333333333335,58.325488531231116,100.0,51.11529694305146,100.0,GREEN,Large,50000000.0,GREEN,61.325488531231116,54.11529694305146,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
LOTUSDEV,Realty,Cyclical,7073.053516505921,0.36212762432215667,0.1575471734182746,0.0685504971219257,140.5,65.70917115499554,39.81818181818182,28.693089058728724,-0.028290202676799936,-0.07021012667819793,,,False,False,45.407075913645876,3461225.0,13948518.0,58943653.28977203,,,28.693089058728724,100.0,100.0,100.0,96.89922480620154,89.78494623655914,True,42.99065420560747,,Neutral,14.24752770275306,5.798402130492676,68.91424766977363,,,48.700410396716826,50.53333333333333,62.25026199784832,71.42857142857143,56.20703229855965,85.71428571428571,GREEN,Small,2500000.0,GREEN,61.25026199784832,55.20703229855965,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
IIFL,Financial Services,NotCyclical,26387.21269243658,0.1353759275354736,,4.969540229885057,,,31.0057780824601,14.514972500279946,0.20981328124999998,-0.10391962578858427,0.09917475823485011,0.1166850219569413,True,True,65.03928102586573,27148291.0,73748069.0,1016908871.3970947,2.318333333333333,1.7399999999999993,14.514972500279946,49.57983193277311,,49.57983193277311,,85.34946236559139,False,61.304015109577,60.582177838196344,Neutral,62.514804679782586,47.73288948069241,28.957922769640476,92.94117647058823,86.72268907563026,74.55540355677155,81.46666666666667,61.18874595720545,85.71428571428571,63.16663875095986,100.0,N/A-financial-sector,Mid,10000000.0,GREEN,61.18874595720545,63.16663875095986,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
ABCAPITAL,Financial Services,NotCyclical,107476.74649742304,0.1475513110375946,,5.215489193585871,,,12.118748460211881,27.776234343782573,0.17008198204162062,0.13923330555423385,0.4833920731089918,0.730827631247527,True,True,56.38014901010239,17551065.0,35807302.0,1251390806.8890076,0.6683333333333336,1.7650000000000006,27.776234343782573,61.34453781512605,,61.34453781512605,,48.655913978494624,False,42.785861374488015,89.19253769257362,Neutral,72.43048831294752,47.73288948069241,28.957922769640476,73.44537815126051,86.89075630252101,64.29548563611492,74.4,61.11738567799345,85.71428571428571,57.774908841761125,100.0,N/A-financial-sector,Large,50000000.0,GREEN,61.11738567799345,57.774908841761125,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
CUMMINSIND,Capital Goods,Cyclical,155027.04225352113,0.20858669973718127,0.2052504015545607,0.004365781710914454,216.25,16.037331913715256,16.860744875372923,65.63380281690142,0.07532261793049422,0.4121946072081828,0.5989222884560734,0.4340229111022611,True,True,50.523823680082224,-768191.0,3588704.0,2197824603.75,0.4566666666666664,0.40999999999999925,65.63380281690142,80.37383177570094,63.888888888888886,72.13136033229492,61.395348837209305,63.17204301075269,False,30.37303070761015,85.40850524884824,Neutral,65.28491921929336,85.89161118508655,77.5027962716378,66.05042016806722,61.34453781512605,30.23255813953488,21.73333333333333,61.050132761171625,100.0,58.77641001044181,100.0,GREEN,Large,50000000.0,GREEN,61.050132761171625,58.77641001044181,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
KEI,Capital Goods,Cyclical,48499.10481940253,0.16986530525132537,0.23693417335317982,0.03795948987246812,19.203125,19.340193073065848,20.655299917830728,52.82027266104694,0.039933593911401166,0.178785805567359,0.4067240866332491,0.10501921176484585,False,True,41.872581634625696,205967.0,290271.0,1610181259.3859863,0.06833333333333395,0.14499999999999957,52.82027266104694,70.09345794392523,78.70370370370371,74.39858082381447,70.69767441860465,71.90860215053763,False,43.40961281708945,73.01495019916682,Neutral,28.16432913812473,85.89161118508655,77.5027962716378,37.64705882352941,46.72268907563025,19.562243502051984,30.666666666666664,60.97317899931817,100.0,53.16186690765202,100.0,GREEN,Large,50000000.0,GREEN,60.97317899931817,53.16186690765202,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
SONATSOFTW,Information Technology,NotCyclical,8636.956521739132,0.2647552085959091,0.31195955829367367,0.3795275590551181,14.568627450980392,12.83455745986819,5.355912178792943,18.614130434782606,0.12970027321096467,-0.1193551289553767,-0.26754500716738383,-0.49949422869702864,True,True,61.76625943549155,89929599.0,146098104.0,203450499.6415863,0.6766666666666667,2.0,18.614130434782606,82.85714285714286,71.42857142857143,77.14285714285714,49.92248062015504,24.865591397849464,False,65.59190031152649,25.250109696355675,Neutral,49.62337405645085,13.445272969374168,39.410652463382156,73.61344537815127,87.89915966386555,85.0889192886457,92.80000000000001,57.95225519633408,100.0,57.048133935664985,100.0,GREEN,Small,2500000.0,GREEN,60.95225519633408,60.048133935664985,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
SPARC,Healthcare,NotCyclical,8126.804121617637,-0.7902864271923269,-1.983805489188033,0.41778774289985054,47.029411764705884,98.84268845207906,2509.722222222222,5.234064722011331,0.7332179719601535,0.8435773698633706,0.5717961761286037,0.024293495459712933,True,True,56.688619597327104,157102506.0,248588954.0,514427127.5232849,0.19666666666666668,0.02499999999999991,5.234064722011331,2.142857142857143,1.4285714285714286,1.7857142857142856,99.06976744186046,99.05913978494624,True,67.65566209491442,78.84018120069598,Neutral,98.0422491513784,66.50785619174435,90.47589880159788,50.924369747899156,35.63025210084034,91.10807113543092,96.0,60.91404825748713,100.0,69.14732315182238,100.0,GREEN,Small,2500000.0,GREEN,60.91404825748713,69.14732315182238,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
LALPATHLAB,Healthcare,NotCyclical,29328.80767001846,0.19253067383915295,0.2785417146492573,0.07931446791550419,34.04347826086956,11.060168718522556,12.266450040617393,57.50746601964404,0.22436576438812939,0.22534630203271067,0.1948960736891463,0.2128154676826981,True,True,63.326180596967966,8219385.0,17672442.0,420701832.54455566,0.4883333333333333,0.8750000000000004,57.50746601964404,81.42857142857143,91.42857142857143,86.42857142857143,44.651162790697676,49.32795698924731,False,41.796512997722445,66.15623200474222,Neutral,73.37473718286972,66.50785619174435,90.47589880159788,66.72268907563024,75.63025210084034,53.3515731874145,64.8,60.76126003169348,100.0,68.10686149743172,100.0,GREEN,Mid,10000000.0,GREEN,60.76126003169348,68.10686149743172,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
SCHNEIDER,Capital Goods,Cyclical,31789.472485983195,0.8743937972795156,0.2060568014322773,0.7070967741935484,7.2745098039215685,17.612519791335934,9.63215775502464,149.24634969945163,0.2196535171253593,1.1093800458316774,0.5527209465513458,0.5077273282137784,True,True,46.6909078127263,3624661.0,20147588.0,437282755.82458496,0.18833333333333327,0.6849999999999999,149.24634969945163,99.53271028037383,66.66666666666666,83.09968847352025,65.11627906976744,39.516129032258064,False,13.467957276368491,85.58296598946083,Neutral,86.96582985364802,85.89161118508655,77.5027962716378,49.91596638655462,72.43697478991596,54.85636114911081,51.33333333333333,60.68287253719537,100.0,61.358997551516495,100.0,GREEN,Mid,10000000.0,GREEN,60.68287253719537,61.358997551516495,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
RAILTEL,Telecommunication,NotCyclical,9677.738255455719,0.13790435819382307,0.2517257806081359,0.028293545534924844,159.0,29.772540945167215,23.008340523439742,27.97034177877375,-0.07502761762263876,-0.10964317598331608,-0.2595823259267722,-0.42555199828619084,False,False,41.828240957846326,1883353.0,139130153.0,217875560.42323303,0.09666666666666668,-0.08500000000000008,27.97034177877375,54.54545454545454,61.53846153846154,58.04195804195804,84.96124031007753,76.20967741935483,False,48.686248331108146,8.82115932094454,Neutral,10.181278468317933,93.40532623169109,96.33475366178429,41.26050420168067,27.058823529411764,84.67852257181943,43.333333333333336,60.669181987519785,100.0,49.80540319596221,100.0,GREEN,Small,2500000.0,GREEN,60.669181987519785,49.80540319596221,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
THANGAMAYL,Consumer Durables,NotCyclical,19840.056567085026,0.2029303697915037,0.18103037766827051,0.644774011299435,8.308823529411764,39.17074523983559,73.18958502847843,56.36379706558246,0.5423872294110534,0.7020765050396602,2.3372016224148937,2.743227380618508,True,True,58.877584591791,3536083.0,12745681.0,698789616.079834,-0.17666666666666653,0.009999999999999856,56.36379706558246,80.48780487804879,48.78048780487805,64.63414634146342,90.69767441860465,96.7741935483871,True,39.978152688433056,99.34744706298535,Neutral,96.3122415408209,25.229560585885487,54.25752330226364,17.142857142857142,34.78991596638655,46.92202462380301,51.06666666666667,60.51090825696702,100.0,69.55301680201909,100.0,GREEN,Mid,10000000.0,GREEN,60.51090825696702,69.55301680201909,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
PRICOLLTD,Automobile and Auto Components,Cyclical,7620.252523616869,0.03490809963080266,0.19462700492821974,0.30199203187250995,15.633333333333333,27.296991020346816,50.074294205052006,30.359571807238524,0.06177241028444169,-0.02137994228690876,0.374530484163502,0.2623041453515289,True,True,63.12267758415324,5278685.0,46312684.0,221400003.60113525,-0.5666666666666665,-0.33999999999999986,30.359571807238524,10.869565217391305,52.17391304347826,31.52173913043478,82.01550387596899,93.01075268817203,True,50.740246254264946,77.95090770416847,Neutral,46.60995446380689,100.0,53.26844207723036,6.050420168067227,16.134453781512605,67.30506155950752,58.266666666666666,60.37520711893519,100.0,50.98862508244015,100.0,GREEN,Small,2500000.0,GREEN,60.37520711893519,50.98862508244015,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
IMFA,Metals & Mining,Cyclical,7359.677273041113,0.12134894512166335,0.1947925437672527,0.3524650478292862,16.333333333333332,1.8345970972546866,10.257410296411852,17.316887701273206,-0.11109657387198102,0.11568087503394042,0.8313385249241338,0.9311280426321196,False,True,46.46744146519319,-1075531.0,7593958.0,193942999.25610352,0.2466666666666667,0.5750000000000002,17.316887701273206,45.83333333333333,62.5,54.166666666666664,15.503875968992247,41.263440860215056,False,72.72585669781931,92.75158768930142,Neutral,18.736589186814015,94.9462050599201,6.26444740346205,54.957983193277315,68.15126050420169,39.398084815321475,20.533333333333335,60.33385208468631,100.0,39.1559883227412,100.0,GREEN,Small,2500000.0,GREEN,60.33385208468631,39.1559883227412,Hold,Sell,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Sell
INDHOTEL,Consumer Services,NotCyclical,112265.58588997262,0.1568368183877129,0.18375349751007986,0.2173613239350291,14.461538461538462,18.586233268780905,16.25869930405568,49.962432527802676,0.1140372062238435,0.0833997270002107,-0.0006697737653985625,0.21056015017960794,True,True,56.093736819677076,10599628.0,20798734.0,1470081991.4158936,0.12666666666666634,-0.2049999999999983,49.962432527802676,73.91304347826086,60.86956521739131,67.3913043478261,67.59689922480621,62.365591397849464,False,60.118106192872546,63.617189418445065,Neutral,62.93458767068929,7.985885486018644,14.776830892143808,43.69747899159664,21.932773109243698,55.677154582763336,68.0,57.29614294980983,100.0,54.904079679693325,100.0,GREEN,Large,50000000.0,GREEN,60.29614294980983,57.904079679693325,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
CCL,Fast Moving Consumer Goods,NotCyclical,15961.789111546483,0.16547693836905675,0.16173225646959016,0.5646055437100214,5.682170542635659,29.108304665799768,43.574879227053145,41.1386317307899,0.10129845982769425,0.23985949087717073,0.3581691580195583,1.0580221225320647,True,True,55.823098487754685,9059739.0,30746813.0,228072763.5,0.2500000000000003,0.16500000000000092,41.1386317307899,48.837209302325576,31.818181818181817,40.327695560253694,84.18604651162791,90.86021505376344,False,43.02128327966701,86.29934266778766,Neutral,69.90657904011343,58.78482023968043,8.718242343541945,55.46218487394958,48.403361344537814,61.696306429548564,66.53333333333333,60.25099386980378,100.0,55.136961602117744,100.0,GREEN,Mid,10000000.0,GREEN,60.25099386980378,55.136961602117744,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
SHAREINDIA,Financial Services,NotCyclical,3754.498063888859,0.2091258819516675,0.26665050184197187,0.2637571157495256,4.351145038167939,10.551035062783608,1.5193370165745845,11.580121992728936,0.18550566086599618,0.14920808585536371,0.0061530826951474715,-0.4339702918330478,True,True,69.84694290512198,143806589.0,159728154.0,54055162.66981506,0.08666666666666666,0.12999999999999995,11.580121992728936,81.5126050420168,64.58333333333334,73.04796918767508,42.480620155038764,14.24731182795699,False,67.94559412550066,36.59527002929876,Neutral,74.30107246798184,47.73288948069241,28.957922769640476,39.831932773109244,45.88235294117647,86.8673050615595,95.6,57.23267440085368,100.0,56.04013174236103,100.0,N/A-financial-sector,Small,2500000.0,GREEN,60.23267440085368,59.04013174236103,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
BALUFORGE,Capital Goods,Cyclical,5433.778715424285,0.16913286198401087,0.18263575690969583,0.09535759096612297,18.75,50.15274959638181,19.913419913419904,20.058269834155084,-0.05019631582905315,-0.03711672942442168,-0.3276241891100987,0.14105041803633567,False,False,44.59801888503406,2296009.0,3747866.0,248986722.92355347,,,20.058269834155084,68.22429906542055,49.074074074074076,58.649186569747314,94.10852713178295,70.56451612903226,True,57.592725259695854,13.266847881284624,Neutral,14.49138858768707,85.89161118508655,77.5027962716378,,,30.64295485636115,45.46666666666667,61.16389502306235,85.71428571428571,51.2872284510996,85.71428571428571,GREEN,Small,2500000.0,GREEN,60.16389502306235,50.2872284510996,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
GESHIP,Services,NotCyclical,19667.596292516548,0.19982675043549197,0.18942469485045754,0.0640806461121264,23.147058823529413,-1.6740302563280407,1.615933859451335,6.683163631315199,-0.025810326720777654,0.2628596415358553,0.4282959704489293,0.08423877453891793,False,True,40.70330275905269,-2976198.0,56110309.0,852938410.779541,0.1516666666666667,0.11500000000000021,6.683163631315199,75.0,64.0,69.5,8.837209302325581,14.381720430107528,False,98.13084112149532,80.6598807337904,Neutral,25.232233826658835,32.419973368841546,58.78482023968043,46.21848739495798,44.87394957983194,69.63064295485636,15.466666666666667,57.1132372342282,100.0,48.12763756307487,100.0,GREEN,Mid,10000000.0,GREEN,60.1132372342282,51.12763756307487,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
ACE,Capital Goods,Cyclical,11948.809669131324,0.18149844025548578,0.23738008828923557,0.003978120338140228,22.90909090909091,14.940574679424357,5.208012326656397,27.36368626518624,0.1096125429794994,0.1322691616959628,-0.1591364221511632,-0.3104719935319986,True,True,57.52651466397515,1684560.0,9064818.0,236460041.63046265,0.5700000000000002,1.2900000000000005,27.36368626518624,73.83177570093457,79.62962962962963,76.73070266528211,56.89922480620155,24.596774193548388,False,54.565599661337075,24.651244793224635,Neutral,63.20925329550725,85.89161118508655,77.5027962716378,69.41176470588235,83.02521008403362,41.72366621067031,41.6,60.080089935229964,100.0,60.84599569699679,100.0,GREEN,Small,2500000.0,GREEN,60.080089935229964,60.84599569699679,Hold,Hold,High,High,ttm(Jun 2026),ttm(Jun 2026),Jun 2026,False,False,Hold
ASKAUTOLTD,Automobile and Auto Components,Cyclical,9552.05570291777,0.2056691989979185,0.27076900321993425,0.5179252479023646,11.0625,17.794006929673078,15.96778672590946,32.16180371352785,0.10667427267541352,0.041442961750211005,-0.1032451253827682,0.23077571222836157,True,True,64.16767152849565,1542751.0,-5865250.0,55365512.88046265,,,32.16180371352785,80.43478260869566,80.43478260869566,80.43478260869566,65.73643410852713,61.02150537634409,False,41.80611185284083,39.30036684980484,Neutral,58.92212173603933,100.0,53.26844207723036,,,10.39671682626539,40.8,60.04163062227967,85.71428571428571,57.01228425973002,85.71428571428571,GREEN,Small,2500000.0,GREEN,60.04163062227967,57.01228425973002,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
PARKHOSPS,Healthcare,NotCyclical,13315.1173365156,0.20964824420161465,0.22710826837373782,0.18001978239366964,7.52542372881356,10.18834414973211,20.444763271162113,49.33786181723525,0.31024850038482366,0.9293587539783075,,,True,,54.865068329886476,5258050.0,,183605427.79776,,,49.33786181723525,87.14285714285714,74.28571428571429,80.71428571428572,40.93023255813954,71.63978494623656,False,53.64584151417577,,Neutral,87.51286718892057,66.50785619174435,90.47589880159788,,,,57.99999999999999,60.01513250956256,57.14285714285714,75.86360710862228,85.71428571428571,GREEN,Mid,10000000.0,GREEN,60.01513250956256,75.86360710862228,Hold,Hold,Med,High,annual,ttm(Mar 2026),Mar 2026,False,False,Hold
SUPRIYA,Healthcare,NotCyclical,6842.77886441343,0.15944769022130126,0.22460509622462096,0.004173622704507512,147.0,21.556019591361487,18.794835007173603,32.74056872925087,0.3723781741506951,0.14589787090657236,0.22847515393590379,1.0721636631371125,False,True,43.17715326241779,5904213.0,11387136.0,230345735.45825195,-0.3900000000000001,-0.39500000000000046,32.74056872925087,55.714285714285715,71.42857142857143,63.57142857142857,75.50387596899225,67.47311827956989,False,54.232107456406524,77.42751758449133,Neutral,41.44597794449374,66.50785619174435,90.47589880159788,10.084033613445378,14.453781512605044,45.00683994528043,60.66666666666667,60.0049048391436,100.0,56.57542956167012,100.0,GREEN,Small,2500000.0,GREEN,60.0049048391436,56.57542956167012,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
ABSLAMC,Financial Services,NotCyclical,32695.42287311283,0.2434999834611752,0.32598766915435073,0.015837663944568176,263.2,15.081024687681532,9.43620178041542,33.523837002840914,0.061310609738206345,0.3788441537269729,0.3777197193327937,0.7933717765100465,True,True,49.40731664780751,5457723.0,25033172.0,348521065.8782959,-0.028333333333333433,-0.025000000000000133,33.523837002840914,85.71428571428571,81.25,83.48214285714286,57.82945736434109,38.70967741935484,False,40.55390927741053,84.82150741274485,Neutral,63.96560442337352,47.73288948069241,28.957922769640476,26.89075630252101,30.58823529411765,58.276333789329684,58.8,59.931677786269304,100.0,52.60249390829248,100.0,N/A-financial-sector,Mid,10000000.0,GREEN,59.931677786269304,52.60249390829248,Hold,Hold,High,High,ttm(Mar 2026),ttm(Mar 2026),Mar 2026,False,False,Hold
