company_name_cas,value_inr,norm,norm2,Symbol,Company Name,ISIN Code,symbol,sector,cyclicality_tag,market_cap_approx,roe,roce,debt_equity,interest_coverage,revenue_cagr_3y,revenue_growth_1y,pe_current,ret_3m,ret_6m,ret_12m,ret_24m,above_50sma,above_200sma,rsi14,obv_slope_short,obv_slope_long,turnover_median_60d,ownership_flow_long,ownership_flow_short,company_name,isin,book_value_per_share,avg_fcf,pb_current,fcf_yield,sector_norm,mcap_tercile,sector_tier_group,roe_pct,roce_pct,quality_score,growth_3y_score,growth_1y_score,pe_abs_pctile,pe_sector_tier_pctile,pb_sector_tier_pctile,fcf_yield_sector_tier_pctile,value_score,ret_12m_pct,ret_24m_pct,rs_12m_pct,stage_3y_score,ret_3m_pct,ret_6m_pct,rs_3m_pct,stage_1y_score,stage_timing_tag,regime_fit_adj,sector_mean_ret_12m,sector_mean_ret_3m,sector_macro_3y_score,sector_macro_1y_score,ownership_flow_3y_score,ownership_flow_1y_score,accumulation_3y_score,accumulation_1y_score,composite_3y,composite_1y,bs_flag,min_turnover,liquidity_flag,redflag_count,penalty,boost,final_3y,final_1y,final_3y_adj,final_1y_adj,recommendation_3y,recommendation_1y,recommendation
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,309449.13,SAMVARDHANAMOTHERSONINTERNATIONAL,SAMVARDHANAMOTHERSONINTERNATIONAL,MOTHERSON,Samvardhana Motherson International Ltd.,INE775A01035,MOTHERSON,Automobile and Auto Components,Cyclical,160369.91121886205,0.0997096073598672,0.2015661108247851,0.4678005807852802,7.4655172413793105,17.01715560545274,10.945514371431342,39.2486322121542,0.1539672502012403,0.271213393059267,0.4222243103661338,1.2385533055546607,True,True,28.27556357507829,144941075.0,746907764.0,2252520627.6459503,1.0016666666666667,0.3600000000000003,Samvardhana Motherson International Ltd.,INE775A01035,36.70659324522761,2103.1666666666665,3.913465707285733,1.3114471727781942,automobile and auto components,Large,automobile and auto components_Large,19.047619047619047,52.38095238095239,35.714285714285715,60.59602649006622,38.68852459016394,44.57831325301205,55.55555555555556,88.88888888888889,88.88888888888889,66.14457831325302,86.50306748466258,90.56603773584906,85.0,87.3563684068372,73.49397590361446,79.81927710843374,71.42857142857143,77.0863851226987,Pulled back,4.6,0.3161170201709277,0.1021644013996363,97.3710843373494,68.75662650602409,80.6083650190114,61.21673003802282,97.24770642201835,95.78313253012048,70.37550302408836,62.172151022100415,GREEN,50000000.0,GREEN,0,0,0,70.37550302408836,62.172151022100415,70.37550302408836,62.172151022100415,Hold,Hold,Hold
PERSISTENT SYSTEMS LIMITED,291088.0,PERSISTENTSYSTEMS,PERSISTENTSYSTEMS,PERSISTENT,Persistent Systems Ltd.,INE262H01021,PERSISTENT,Information Technology,Defensive-Stable,79807.10594385678,0.237943352896147,0.336259771497294,0.0608573615718295,38.3013698630137,20.87362545135005,23.527933662785827,42.792013910915166,-0.0507702025580738,-0.1907159328997186,-0.0941216173093046,2.685085789877351,True,False,56.04797989385047,854860.0,-5439919.0,2870760543.017334,0.5366666666666665,0.9299999999999996,Persistent Systems Ltd.,INE262H01021,496.8829705093834,540.4166666666666,10.182075267141716,0.677153569566653,information technology,Large,information technology_Large,69.56521739130434,78.26086956521739,73.91304347826087,71.19205298013244,75.08196721311475,38.855421686746986,12.5,12.5,12.5,19.088855421686745,39.2638036809816,97.48427672955977,73.91304347826086,35.11018731480036,25.903614457831324,9.63855421686747,43.47826086956522,25.735345192036288,Neutral,-2.6,-0.1249941431658934,0.0299611120157537,15.773493975903614,23.303614457831323,69.96197718631178,74.90494296577947,14.067278287461772,35.54216867469879,46.529484038768736,44.38358207853478,GREEN,50000000.0,GREEN,0,0,0,46.529484038768736,44.38358207853478,46.529484038768736,44.38358207853478,Hold,Hold,Hold
THE TATA POWER COMPANY LIMITED,266730.0,THETATAPOWERCOMPANY,,TATAPOWER,Tata Power Co. Ltd.,,TATAPOWER,power,NotCyclical,164535.19447892523,0.1318817991498303,0.1150651256213346,1.9291831357048748,2.5244435990108425,4.244851731472532,-4.656525856012705,32.14833811624174,-0.1249152928270932,0.0298187759880663,-0.0438787155298436,-0.1194604605967735,False,False,38.834904072576,-53694622.0,4314563.0,2176440618.950943,-0.1716666666666668,1.035,Tata Power Co. Ltd.,INE245A01021,90.45713950762016,3692.75,4.1688252376336585,2.2443526515374144,power,Large,power_Large,66.66666666666666,66.66666666666666,66.66666666666666,20.86092715231788,5.901639344262295,52.40963855421686,66.66666666666666,50.0,83.33333333333334,63.10240963855421,45.0920245398773,35.22012578616352,50.0,21.7186917210068,9.33734939759036,48.493975903614455,16.666666666666664,13.532841587387647,Neutral,-2.6,0.0295869176951169,-0.015210650571476,38.5144578313253,4.17710843373494,15.96958174904943,77.18631178707224,33.33333333333333,4.216867469879518,41.24045735999416,33.78313110007231,AMBER,50000000.0,GREEN,1,-1,0,35.054388755995035,28.715661435061463,34.054388755995035,27.715661435061463,Sell,Sell,Sell
INFOSYS LIMITED,265905.0,INFOSYS,INFOSYS,INFY,Infosys Ltd.,INE009A01021,INFY,Information Technology,Defensive-Stable,439491.09132910974,0.3174298884245897,0.4143960481436468,0.0988239348640847,101.6346153846154,6.772202424210705,9.607951408061854,14.911145122111344,-0.1579176540953861,-0.3087745280391943,-0.2850083614393109,-0.2010359026601468,False,False,57.99691317364986,-114273464.0,-212754517.0,12524951870.612366,3.065,0.0549999999999961,Infosys Ltd.,INE009A01021,228.6804193526498,17495.666666666668,4.733243132394668,3.980892220990474,information technology,Large,information technology_Large,95.65217391304348,95.65217391304348,95.65217391304348,28.14569536423841,34.42622950819672,82.83132530120481,87.5,62.5,87.5,81.3328313253012,14.723926380368098,28.93081761006289,43.47826086956522,14.522167476666034,4.518072289156627,1.2048192771084338,17.391304347826086,3.0526746683168726,Neutral,-2.6,-0.1249941431658934,0.0299611120157537,15.773493975903614,23.303614457831323,95.81749049429658,38.40304182509506,1.2232415902140672,1.2048192771084338,51.88910474979706,40.78144716259012,GREEN,50000000.0,GREEN,1,-1,0,51.88910474979706,40.78144716259012,50.88910474979706,39.78144716259012,Hold,Sell,Sell
TATA STEEL LIMITED,247237.82,TATASTEEL,TATASTEEL,TATASTEEL,Tata Steel Ltd.,INE081A01020,TATASTEEL,metals & mining,Cyclical,233438.6358148652,0.0987220048050714,0.1743644700643088,0.9042254348272926,4.793079391656202,-1.560116316308291,6.2216588955034124,21.44393127088602,-0.1058221981053654,0.0369464880752126,0.1844051946634761,0.124508177477373,False,False,37.51083868799527,-115259231.0,293573083.0,5301217265.474129,0.2466666666666667,0.5999999999999996,Tata Steel Ltd.,INE081A01020,81.18175179129156,12136.5,2.284873156839931,5.199010848240724,metals & mining,Large,metals & mining_Large,66.66666666666666,66.66666666666666,66.66666666666666,6.95364238410596,24.262295081967213,71.08433734939759,50.0,62.5,100.0,67.7710843373494,70.85889570552148,56.60377358490566,33.33333333333333,26.799333770626745,15.060240963855422,50.30120481927711,58.333333333333336,21.86471265061145,Neutral,4.6,0.3854891032262384,-0.0501828871424458,100.0,7.160240963855421,54.18250950570342,68.8212927756654,92.35474006116208,1.2048192771084338,56.96430845286392,37.5656746451774,GREEN,50000000.0,GREEN,1,-1,0,56.96430845286392,37.5656746451774,55.96430845286392,36.5656746451774,Hold,Sell,Sell
VARUN BEVERAGES LIMITED,231165.0,VARUNBEVERAGES,VARUNBEVERAGES,VBL,Varun Beverages Ltd.,INE200M01039,VBL,Fast Moving Consumer Goods,NotCyclical,159084.19405590984,0.2304337340315931,0.2741381506994423,0.1281029727244866,25.867346938775512,18.07507901807448,8.38164734106357,51.954341625052194,0.0009567023441825,-0.067079843863103,0.0348864664376111,-0.2654678590808512,False,False,31.894342276118167,-32482773.0,-25381872.0,2520227341.014252,0.4449999999999999,0.6200000000000003,Varun Beverages Ltd.,INE200M01039,57.41686479425212,165.16666666666666,8.12566115312646,0.1038234298805443,fast moving consumer goods,Large,fast moving consumer goods_Large,76.47058823529412,70.58823529411765,73.52941176470588,63.90728476821192,32.131147540983605,29.21686746987952,33.33333333333333,33.33333333333333,22.22222222222222,30.08199464524765,57.36196319018405,22.641509433962263,50.0,21.66724543735772,37.04819277108434,27.40963855421687,55.55555555555556,21.812796919197645,Pulled back,-2.6,0.0647931846270858,-0.0010523907869827,58.39397590361446,11.406024096385542,66.92015209125475,69.96197718631178,8.56269113149847,5.120481927710843,50.73281019920101,36.69190214921914,GREEN,50000000.0,GREEN,0,0,0,50.73281019920101,36.69190214921914,50.73281019920101,36.69190214921914,Hold,Sell,Sell
BHARAT ELECTRONICS LIMITED,215650.0,BHARATELECTRONICS,BHARATELECTRONICS,BEL,Bharat Electronics Ltd.,INE263A01024,BEL,Capital Goods,Cyclical,297688.8102532584,0.2187448705778177,0.303462910733338,0.002709688177422,1149.857142857143,15.90083571585692,16.159703815894645,49.107358999217816,-0.1102611365652153,-0.0117643563922216,0.0011765830772574,0.2348094776281806,False,False,43.88384232434582,-29862476.0,32071435.0,4543657695.939087,-0.3499999999999996,-0.2699999999999996,Bharat Electronics Ltd.,INE263A01024,32.804440778620915,1344.0833333333333,12.409905379909054,0.451506165848107,capital goods,Large,capital goods_Large,83.6734693877551,91.83673469387756,87.75510204081633,57.284768211920536,60.98360655737704,32.22891566265061,75.0,43.75,75.0,58.05722891566265,51.22699386503068,66.35220125786164,38.775510204081634,26.059117554495657,12.650602409638552,39.75903614457831,10.20408163265306,11.047235798710403,Neutral,4.6,0.2847879821526152,0.1204709898575698,86.8289156626506,79.29879518072288,9.125475285171104,17.490494296577946,59.9388379204893,6.024096385542169,59.198736826396896,48.89388088133248,GREEN,50000000.0,GREEN,0,0,0,59.198736826396896,48.89388088133248,59.198736826396896,48.89388088133248,Hold,Hold,Hold
JIO FINANCIAL SERVICES LIMITED,147822.0,JIOFINANCIALSERVICES,JIOFINANCIALSERVICES,JIOFIN,Jio Financial Services Ltd.,INE758E01017,JIOFIN,Financial Services,Sensitive-hybrid,149532.3741757773,0.0116620471711504,0.0148116256803387,0.1626261645237686,3.093959731543624,327.3875616734298,71.95301027900148,95.79268044572537,0.00383383981463,-0.1789198818937827,-0.2603652168599027,-0.0517578563318004,False,False,45.65916319833352,86955828.0,-113902546.0,2681574218.49308,0.0,0.0,Jio Financial Services Ltd.,INE758E01017,210.94066623959,-6073.0,1.1171387580089898,-4.061327878644598,financial services,Large,financial services_Large,3.92156862745098,16.0,9.96078431372549,99.00662251655628,96.0655737704918,11.74698795180723,8.695652173913043,95.65217391304348,34.78260869565217,32.06718177056051,17.177914110429448,42.45283018867924,14.000000000000002,12.271790716518115,38.55421686746988,11.44578313253012,35.294117647058826,14.649769954676453,Neutral,-2.6,0.0626643811533381,0.0569061228228353,48.00240963855421,48.00240963855421,27.18631178707224,32.129277566539926,3.669724770642202,90.36144578313254,37.30423588779863,39.2326343124722,N/A-financial-sector,50000000.0,GREEN,1,-1,0,37.30423588779863,39.2326343124722,36.30423588779863,38.2326343124722,Sell,Sell,Sell
MARUTI SUZUKI INDIA LIMITED,133140.0,MARUTISUZUKIINDIA,MARUTISUZUKIINDIA,MARUTI,Maruti Suzuki India Ltd.,INE585B01010,MARUTI,Automobile and Auto Components,Cyclical,433357.12143928034,0.1369965284258464,0.2000410225810662,0.0009518832356564,89.77405857740585,15.957823026954363,19.88254759242183,29.52023988005997,0.0239209568382734,-0.1466691431401684,0.1133273335512059,0.969000824079586,True,False,50.60355781448538,2435834.0,12466709.0,5037533566.5,-0.2483333333333336,-0.7650000000000006,Maruti Suzuki India Ltd.,INE585B01010,3408.115558583106,4685.083333333333,4.044170381866441,1.081113728504813,automobile and auto components,Large,automobile and auto components_Large,42.85714285714285,47.61904761904761,45.238095238095234,57.615894039735096,70.81967213114754,57.53012048192772,66.66666666666666,77.77777777777779,77.77777777777779,68.82697456492637,65.95092024539878,87.73584905660378,50.0,33.94779488366709,45.18072289156627,14.759036144578314,33.33333333333333,31.03067500837743,Neutral,4.6,0.3161170201709277,0.1021644013996363,97.3710843373494,68.75662650602409,12.167300380228136,8.365019011406844,45.87155963302752,45.18072289156627,55.437851726775705,50.7018725074953,GREEN,50000000.0,GREEN,0,0,0,55.437851726775705,50.7018725074953,55.437851726775705,50.7018725074953,Hold,Hold,Hold
BAJAJ HOUSING FINANCE LIMITED,130770.0,BAJAJHOUSINGFINANCE,BAJAJHOUSINGFINANCE,BAJAJHFL,Bajaj Housing Finance Ltd.,INE377Y01014,BAJAJHFL,Financial Services,NotCyclical,72021.89154112378,0.1208441862315417,,4.604359987568263,,,,28.13355138325148,-0.0352953878677542,-0.0834129293254791,-0.2849573467013748,-0.4765454378995029,True,False,46.88632933117773,86829177.0,-509493733.0,329569859.2828102,,,Bajaj Housing Finance Ltd.,INE377Y01014,27.01000390625,-12096.42857142857,3.1977041930970023,-16.79548858352551,financial services,Large,financial services_Large,43.13725490196079,,43.13725490196079,,,60.24096385542169,43.47826086956522,47.82608695652174,10.869565217391305,42.01676270298586,15.030674846625766,7.861635220125786,8.0,5.148718344458592,29.518072289156628,24.69879518072289,21.5686274509804,25.573198707168867,Neutral,-2.6,0.0626643811533381,0.0569061228228353,48.00240963855421,48.00240963855421,,,1.2232415902140672,90.06024096385542,32.56379873415346,41.329558479639005,N/A-financial-sector,50000000.0,GREEN,0,0,0,32.56379873415346,41.329558479639005,32.56379873415346,41.329558479639005,Sell,Hold,Sell
DEEPAK NITRITE LIMITED,130267.5,DEEPAKNITRITE,DEEPAKNITRITE,DEEPAKNTR,Deepak Nitrite Ltd.,INE288B01029,DEEPAKNTR,Chemicals,Cyclical,23779.282133406763,0.0943978070926846,0.1312374581939799,0.2806236080178174,21.32608695652174,-0.3566813067406693,-4.769379376962091,43.156591893660185,0.1344275245096655,0.1085794952634822,-0.1202614055902091,-0.0920411912508839,True,True,65.56309072122366,3281915.0,4087394.0,257548321.51989743,0.9400000000000004,0.8250000000000002,Deepak Nitrite Ltd.,INE288B01029,427.5523049001815,24.83333333333333,4.07388763635545,0.1044326451657082,chemicals,Mid,chemicals_Mid,15.789473684210526,26.31578947368421,21.052631578947366,9.602649006622515,5.573770491803279,38.55421686746988,62.5,62.5,37.5,51.51355421686747,36.19631901840491,38.05031446540881,52.63157894736842,42.29273747706071,68.97590361445783,62.34939759036144,57.89473684210527,61.517036943519145,Neutral,4.6,-0.032037039590392,0.1646485349935498,36.52771084337349,90.14216867469878,79.08745247148289,72.6235741444867,32.415902140672785,49.09638554216868,36.23594779995161,50.96681265417368,GREEN,10000000.0,GREEN,2,-3,0,36.23594779995161,50.96681265417368,33.23594779995161,47.96681265417368,Sell,Hold,Sell
ITC LIMITED,110215.0,ITC,ITC,ITC,ITC Ltd.,INE154A01025,ITC,Fast Moving Consumer Goods,Defensive-Stable,355625.58620737074,0.2898754603003848,0.3645368862307425,0.0330864606175955,321.2470588235294,3.604688236770959,4.706397780226501,16.92004882516751,-0.0732749077070498,-0.1247963473316337,-0.3014438862858276,0.7064917124496883,False,False,32.396722062320364,-94755002.0,-566100717.0,4178945102.380905,5.086666666666666,-0.0749999999999992,ITC Ltd.,INE154A01025,56.955493862403664,11656.666666666666,4.904706941500416,3.2777919021466264,fast moving consumer goods,Large,fast moving consumer goods_Large,88.23529411764706,94.11764705882352,91.17647058823528,17.549668874172188,20.327868852459016,78.3132530120482,83.33333333333334,38.88888888888889,88.88888888888889,74.30053547523427,11.96319018404908,82.0754716981132,22.22222222222222,19.37681401739741,19.879518072289155,17.46987951807229,27.77777777777778,12.614857021791169,Pulled back,-2.6,0.0647931846270858,-0.0010523907869827,58.39397590361446,11.406024096385542,99.04942965779468,25.475285171102666,1.2232415902140672,2.710843373493976,53.26772358627555,36.6649909271073,GREEN,50000000.0,GREEN,1,-1,0,53.26772358627555,36.6649909271073,52.26772358627555,35.6649909271073,Hold,Sell,Sell
BANDHAN BANK LIMITED,109846.0,BANDHANBANK,BANDHANBANK,BANDHANBNK,Bandhan Bank Ltd.,INE545U01014,BANDHANBNK,financial services,NotCyclical,34532.90496826172,0.0938251697424089,,0.5663208742477035,,,,28.2131576538086,0.2222539310323232,0.4955709386310789,0.2322955980964798,0.0663596189882982,True,True,57.3426124942253,126250819.0,370133393.0,1971335900.297203,1.893333333333333,2.53,Bandhan Bank Ltd.,INE545U01014,156.81830065359478,2737.9,1.3673148942137203,7.928380200033365,financial services,Mid,financial services_Mid,31.37254901960784,,31.37254901960784,,,59.93975903614458,60.0,70.0,95.0,68.98493975903614,75.15337423312883,51.886792452830186,76.0,67.68005556198634,83.73493975903614,89.7590361445783,96.07843137254902,89.12320784263196,Neutral,-2.6,0.0626643811533381,0.0569061228228353,48.00240963855421,48.00240963855421,91.25475285171105,89.73384030418251,94.80122324159022,94.87951807228916,60.50644105949474,66.70690325264225,N/A-financial-sector,10000000.0,GREEN,0,0,0,60.50644105949474,66.70690325264225,60.50644105949474,66.70690325264225,Hold,Hold,Hold
ULTRATECH CEMENT LIMITED,107450.0,ULTRATECHCEMENT,ULTRATECHCEMENT,ULTRACEMCO,UltraTech Cement Ltd.,INE481G01011,ULTRACEMCO,Construction Materials,Cyclical,347820.0938289426,0.1068594696178742,0.1693979816495482,0.3100203591564001,9.083333333333334,11.85878496407522,16.532157198341114,42.47924936845904,-0.0222609851316554,-0.0394940840473275,-0.0535623763707185,0.6494244497894892,True,False,57.02891326021934,-3622794.0,-4143758.0,3072316557.0,0.2116666666666663,-0.0050000000000007,UltraTech Cement Ltd.,INE481G01011,2593.125354176844,3996.1666666666665,4.539310057278954,1.1489177127966548,construction materials,Large,construction materials_Large,50.0,50.0,50.0,45.033112582781456,62.62295081967213,39.45783132530121,16.666666666666664,16.666666666666664,66.66666666666666,32.364457831325296,43.25153374233129,81.44654088050315,66.66666666666666,31.89412354825018,31.024096385542173,32.22891566265061,66.66666666666666,42.60366824559787,Neutral,4.6,-0.1509704927977866,0.0022590895968447,8.967469879518072,22.220481927710843,50.95057034220533,30.03802281368821,15.59633027522936,16.265060240963855,34.818494771218354,38.91291242722638,GREEN,50000000.0,GREEN,0,0,0,34.818494771218354,38.91291242722638,34.818494771218354,38.91291242722638,Sell,Sell,Sell
SUMITOMO CHEMICAL INDIA LIMITED,104787.5,SUMITOMOCHEMICALINDIA,SUMITOMOCHEMICALINDIA,SUMICHEM,Sumitomo Chemical India Ltd.,INE258G01013,SUMICHEM,Chemicals,Cyclical,26977.816486358643,0.1601769911504424,0.1943237764262959,0.0185840707964601,83.875,-2.662092696086016,2.82629406160686,49.68290328979492,0.228662286156722,0.2565085366218731,-0.0014750626137752,0.2656609875557838,True,True,75.4904395478342,36423890.0,43119221.0,126270324.27270508,0.0983333333333332,0.3699999999999999,Sumitomo Chemical India Ltd.,INE258G01013,67.92486187845304,278.8888888888889,7.95805796057777,1.0337711691007658,chemicals,Mid,chemicals_Mid,57.89473684210527,63.1578947368421,60.526315789473685,4.966887417218543,15.40983606557377,31.92771084337349,37.5,25.0,75.0,41.10692771084337,50.30674846625767,68.86792452830188,68.42105263157895,62.531908542046175,85.2409638554217,78.3132530120482,73.68421052631578,76.53043184314515,Extended,4.6,-0.032037039590392,0.1646485349935498,36.52771084337349,90.14216867469878,40.3041825095057,61.97718631178707,63.30275229357798,81.92771084337349,41.73053654894129,60.28598860218517,GREEN,10000000.0,GREEN,0,0,0,41.73053654894129,60.28598860218517,41.73053654894129,60.28598860218517,Hold,Hold,Hold
ASIAN PAINTS LIMITED,97780.0,ASIANPAINTS,ASIANPAINTS,ASIANPAINT,Asian Paints Ltd.,INE021A01026,ASIANPAINT,Consumer Durables,NotCyclical,260707.61333777755,0.2389933881273242,0.3121739123617077,0.1838386674153097,34.35897435897436,1.047301745919893,4.948976582315812,59.31913841587657,0.071958680030211,-0.0652719311140891,0.1077878533525089,-0.0574259649050356,True,True,50.76954706531553,652717.0,16255483.0,2602811989.9769287,0.1066666666666664,0.3399999999999989,Asian Paints Ltd.,INE021A01026,219.263590443686,2187.083333333333,12.198559486139697,0.8389027483058994,consumer durables,Large,consumer durables_Large,76.92307692307693,84.61538461538461,80.76923076923077,12.91390728476821,20.983606557377048,23.795180722891565,30.76923076923077,23.07692307692308,46.15384615384615,30.56417979610751,65.33742331288343,41.82389937106918,84.61538461538461,63.92556909977908,56.32530120481928,27.710843373493976,69.23076923076923,51.01201656316261,Neutral,-2.6,-0.0545950121457875,0.0328981059257301,24.50843373493976,28.72530120481928,41.44486692015209,59.31558935361216,50.764525993883794,34.036144578313255,43.9483067823161,45.35307311312107,GREEN,50000000.0,GREEN,1,-1,0,43.9483067823161,45.35307311312107,42.9483067823161,44.35307311312107,Hold,Hold,Hold
PIRAMAL PHARMA LIMITED,96798.26,PIRAMALPHARMA,PIRAMALPHARMA,PPLPHARMA,Piramal Pharma Ltd.,INE0DK501011,PPLPHARMA,Healthcare,NotCyclical,23257.77053521604,-0.0134819648564479,0.0808690854618666,0.6952952707669688,2.7038123167155423,7.788619768244298,-3.081630422904602,-71.34285440250318,0.1747429341568711,0.038191925947201,-0.1297480334306345,0.1364125135329874,True,True,55.68044662877101,144203720.0,239169336.0,577412237.7075958,-2.056666666666667,-1.9400000000000024,Piramal Pharma Ltd.,INE0DK501011,61.34018404907976,124.33333333333331,2.8495185659416857,0.5345883568034713,healthcare,Mid,healthcare_Mid,8.108108108108109,8.108108108108109,8.108108108108109,31.456953642384107,7.213114754098362,99.09638554216868,100.0,90.0,60.0,89.77409638554217,34.04907975460122,58.17610062893082,20.0,37.40839346117735,78.01204819277109,50.60240963855421,48.64864864864865,58.51965749711422,Neutral,-2.6,0.1867000399901438,0.2174472393134507,66.67710843373494,91.97831325301205,1.3307984790874523,1.3307984790874523,89.90825688073394,95.48192771084338,42.3730274689292,45.66045256400175,AMBER,10000000.0,GREEN,1,-1,0,36.01707334858982,38.811384679401485,35.01707334858982,37.811384679401485,Sell,Sell,Sell
MOTHERSON SUMI WIRING INDIA LIMITED,96606.82,MOTHERSONSUMIWIRINGINDIA,MOTHERSONSUMIWIRINGINDIA,MSUMI,Motherson Sumi Wiring India Ltd.,INE0FS801015,MSUMI,Automobile and Auto Components,Cyclical,26396.277103018256,660.2935541595302,1.368919066007204,0.1078204534937529,40.76923076923077,17.54113856218926,23.167721858568523,42.234043364829205,0.0277169387118458,-0.1190676663038409,-0.0472427522555979,-0.1369986582043123,True,False,53.1382275972462,237329349.0,346227375.0,347082246.4857044,0.0549999999999997,-0.1100000000000012,Motherson Sumi Wiring India Ltd.,INE0FS801015,3.250144,307.3333333333333,12.214843638601693,1.1643056031495882,automobile and auto components,Mid,automobile and auto components_Mid,97.61904761904762,97.61904761904762,97.61904761904762,62.251655629139066,74.75409836065575,40.36144578313253,57.14285714285714,28.57142857142857,85.71428571428571,52.94750430292599,44.47852760736196,33.64779874213836,15.0,15.521054391583386,46.08433734939759,18.373493975903614,42.85714285714285,35.45783530109007,Neutral,4.6,0.3161170201709277,0.1021644013996363,97.3710843373494,68.75662650602409,34.22053231939163,23.954372623574145,94.18960244648318,97.59036144578312,66.00519692697088,60.499074850114965,GREEN,10000000.0,GREEN,0,0,0,66.00519692697088,60.499074850114965,66.00519692697088,60.499074850114965,Hold,Hold,Hold
POONAWALLA FINCORP LIMITED,92100.0,POONAWALLAFINCORP,POONAWALLAFINCORP,POONAWALLA,Poonawalla Fincorp Ltd.,INE511C01022,POONAWALLA,Financial Services,Sensitive-hybrid,38366.61119818509,0.0523722098753502,,1.0938254903855444,,46.106806519855546,62.05250596658711,70.7871055317068,0.1175147784532175,0.0019098013718501,0.0387196272712953,2.083403029092453,True,True,62.17043159126905,39490448.0,174308413.0,561909746.7865753,0.34,0.8000000000000003,Poonawalla Fincorp Ltd.,INE511C01022,127.35761992619923,-3574.0,3.707277147375117,-9.31539139992918,financial services,Mid,financial services_Mid,13.725490196078432,,13.725490196078432,93.3774834437086,94.42622950819673,19.879518072289155,30.0,40.0,10.0,25.46987951807229,57.66871165644172,95.59748427672956,52.0,68.4220653110571,64.45783132530121,43.67469879518072,70.58823529411765,58.35654531240629,Neutral,-2.6,0.0626643811533381,0.0569061228228353,48.00240963855421,48.00240963855421,61.40684410646388,71.86311787072243,86.54434250764525,82.83132530120481,53.314690615192745,52.68308660453131,N/A-financial-sector,10000000.0,GREEN,0,0,0,53.314690615192745,52.68308660453131,53.314690615192745,52.68308660453131,Hold,Hold,Hold
GAIL (INDIA) LIMITED,81615.0,GAILINDIA,GAILINDIA,GAIL,GAIL (India) Ltd.,INE129A01019,GAIL,Oil Gas & Consumable Fuels,Cyclical,112914.59418079282,0.136195754319489,0.1467526755803182,0.2788464777818953,11.939834024896266,-0.9401527620775064,-0.2149355545689624,14.892455048904354,0.0888396324460496,0.0714161805242949,-0.0209280226572265,-0.1981569102398855,True,True,49.92942678269692,33976282.0,-54750174.0,1321593068.5231476,-0.2700000000000002,-0.2149999999999989,GAIL (India) Ltd.,INE129A01019,135.4174320759694,1963.25,1.2680051901850982,1.7387034990858214,oil gas & consumable fuels,Large,oil gas & consumable fuels_Large,44.44444444444444,44.44444444444444,44.44444444444444,8.940397350993377,9.508196721311474,83.13253012048193,28.57142857142857,71.42857142857143,28.57142857142857,50.78313253012048,48.77300613496933,29.55974842767296,66.66666666666666,48.33314040976965,59.63855421686747,56.62650602409639,100.0,72.09541073538492,Neutral,4.6,-0.0199558700969657,-0.0106041295316716,40.744578313253015,14.539759036144575,11.02661596958175,19.39163498098859,5.504587155963304,80.72289156626506,33.21070957727131,42.41890034299658,GREEN,50000000.0,GREEN,2,-3,0,33.21070957727131,42.41890034299658,30.21070957727131,39.41890034299658,Sell,Sell,Sell
TATA MOTORS LIMITED,78960.0,TATAMOTORS,TATAMOTORS,TMCV,Tata Motors Ltd.,INE1TAE01010,TMCV,Capital Goods,Cyclical,151886.56901733842,0.2379456572954295,0.4151179900812033,0.4409455002355897,8.715102974828376,,,50.12758053377506,-0.0483417304117896,-0.0163693022865943,0.2663740617374355,0.2663740617374355,True,,49.34504381610093,41335824.0,-20009702.0,3008295055.770767,,,Tata Motors Ltd.,INE1TAE01010,34.5877293729373,9941.5,11.927640098738683,6.545345032361051,capital goods,Large,capital goods_Large,89.79591836734694,100.0,94.89795918367346,,,31.024096385542173,68.75,50.0,100.0,61.818524096385545,76.99386503067484,69.18238993710692,59.18367346938776,68.4533094790565,26.80722891566265,37.95180722891566,22.448979591836736,29.134834197194923,Neutral,4.6,0.2847879821526152,0.1204709898575698,86.8289156626506,79.29879518072288,,,9.785932721712538,83.43373493975903,70.16005844013296,62.670625701612735,GREEN,50000000.0,GREEN,0,0,3,70.16005844013296,62.670625701612735,73.16005844013296,65.67062570161274,Hold,Hold,Hold
IDFC FIRST BANK LIMITED,69848.92,IDFCFIRSTBANK,IDFCFIRSTBANK,IDFCFIRSTB,IDFC First Bank Ltd.,INE092T01019,IDFCFIRSTB,financial services,NotCyclical,68299.5069697579,0.0651355189097184,,0.7775065795059003,,,,42.39572127235127,0.1745185004340277,-0.0443587312655184,0.0538348430365982,-0.0027647270008427,True,True,55.30342462850167,118365427.0,318941119.0,1491607914.9153976,1.995,2.2949999999999986,IDFC First Bank Ltd.,INE092T01019,54.69082557417753,8345.1,1.4496032551523452,12.218389810185744,financial services,Large,financial services_Large,19.607843137254903,,19.607843137254903,,,39.75903614457831,21.73913043478261,82.6086956521739,100.0,54.07019381875327,59.50920245398773,45.28301886792453,60.0,54.93074044063743,77.71084337349397,30.42168674698795,84.31372549019608,63.61840940737584,Neutral,-2.6,0.0626643811533381,0.0569061228228353,48.00240963855421,48.00240963855421,91.63498098859316,87.83269961977186,93.57798165137616,94.27710843373494,51.71592813585602,53.694746124737634,N/A-financial-sector,50000000.0,GREEN,0,0,0,51.71592813585602,53.694746124737634,51.71592813585602,53.694746124737634,Hold,Hold,Hold
